,date,event_name,place,city,country,link,event_time,Address,Cost,Minimum age,Promoters,lineup,description,coordinates
578,1/25/2020,D-Unity Bogart House,Bogart House,newyork,us,https://www.residentadvisor.net/events/1347115,22:00 - 04:00,"230 Bogart St, Brooklyn, 11206",unknown,21+,Crust Nation Marketing Group,"D-Unity, Diezel, SEBJARA+JUANCEP","Vibes Entertainment + Crust Nation Present: /  / D-UNITY [Suara, Tronic, Intec, Unity] / DIEZEL [Nervous Records, Stereo Productions] / SEBJARA + JUANCEP [ExcileCollab, VibesEntNY] /  / Doors 10PM / 21+ / See you on the dance floor 😎  / For Table Service Backstage (contact [email protected]) /  / ————- / D-Unity’s extensive self taught career is based on a long lasting belief in quality music. It has led him to a consolidated position as one of the world’s most prolific and acclaimed producers in the electronic music dance scene.","('40.711619', '-73.9356008')"
579,1/25/2020,Soup X Fam,TBA Brooklyn,newyork,us,https://www.residentadvisor.net/events/1374571,21:00 - 04:00,"395 Wythe Ave; Brooklyn, NY 11249; USA",unknown,21+,"TBA Brooklyn, SOUP NYC","AB Logic b2b Chris Patrick (Love & Logic, SOUP NYC, ), Funster (Fun Day, Mixmag), Max Sprauer (RVDIOVCTIVE, Whip!), Lady Cherelle (SOUP NYC), The Company Soundsystem (LTHM & 3Bridge Records), Mike Glaser (Quality Control)","SOUP returns to TBA Brooklyn for their monthly installment with another home run NYC based lineup. SOUP's AB Logic (of Love & Logic fame) and Chris Patrick headline the night with a special B2B Techno set and are joined by the red hot Funster (Fun Day, Mixmag), Max Sprauer (Rvdiovctive), Lady Cherelle (SOUP), with opening sets from Good Company Soundsystem, and Mike Glaser. SOUP nights at TBA are always filled with amazing vibes and this looks to be another wild night on the dance floor for sure!","('40.7111547', '-73.9664122')"
580,1/25/2020,D'Noir AM Sunday Morning Afterhours fe,. Cristian Arango,newyork,us,https://www.residentadvisor.net/events/1380231,23:59 - 14:00,"299 Vandervort Ave, Brooklyn, NY",unknown,21+,Enigma Events NY,"Cristian Arango , , Tiago Fori",The ultimate Afterhours destination in nyc Highlighting fresh & well known talent from all corners join us every Saturday & Sunday morning D’Noir AM at Polygon BK  /  / Doors 4am Sunday Morning,"('40.652256', '-73.956582')"
581,1/25/2020,Nublu 'House Party' with Oveous & Reuben,Nublu 151,newyork,us,https://www.residentadvisor.net/events/1369214,23:00 - 04:00,"151 Avenue C, 10009, NYC",unknown,21+,Moca Arts,"OVEOUS, Reuben, Dave D*Sol Rivera, ","OVEOUS (Yoruba Records/BBE) & Reuben (France) team up to create ""House Party"" vibes with 4 decks (2 cdjs and 2 turntables) to give you an array of hyper soul house, funk, break-beats & more so you can gather friends of friends on a saturday night in the lower east side of New York City for an epic shake yo body experience. Opening set by Dave D*Sol Rivera.","('40.72565615', '-73.978031073703')"
582,1/25/2020,NYC Club Hop Pub Crawl 2020 Only $15,Loft 51,newyork,us,https://www.residentadvisor.net/events/1371981,21:00 - 04:00,"627 W 51st St, New York, NY 10019",unknown,21+,Gametight NY,Nyc Top Djs,"Saturday January 25th, 2020 - Club Hop at Hottest Bar Crawls in New York City with multiple venues /  / 2020 January Bar Hop Pass to the Best Venues in NYC! /  / Tickets for an All Access Bar Crawl Pass for 15$ and it includes admission to any of the following venues: /  / pick up at LOFT 51 - 627 west 51st ( 11/ 12th aves) / from 9pm on with sponsored open bar 10PM til 11pm /  / VIP WRISTBANDS will allow you to venues participating: /  / TERRAZA - 605 west 48th st / Skyroom - 330 west 40th st / Highbar - 346 W 40th St, New York, NY  / Hudson station - 440 9th ave - $5 drinks 10pm-12am / BLUE - 220 W 44th St New York / Haswell Greens - 240 west 54th st / Ravel hotel - Penthouse 808 - (free champagne for ladies in groups of 5 with wristband)  / Brooklyn Billiards Williamsburg 90 N 11th St, Brooklyn, NY 11249 $5 Mimosas,$6 margaritas & sex on the beach, $6 Shot tray specials / The Billiard Company, - 70-49 Austin St, Forest Hills, NY 11375 $5 Mimosas,$6 margaritas & sex on the beach, $6 Shot tray specials / Mansion Supper Club - 46-11 Broadway, Astoria 11103 / Brasil Grill - 787 8th ave (48th st) - $5 Brazilian Caipirinhas / MORE COMING SOON! /  / Notables: / New York All Access Bar Crawl passes MUST be pick up at LOFT 51 before attending the other venues. LOFT 51 will be the starting point from 9 pm & on til 12am. Once you checked in and got your wrist band you will have access to the other Bar Crawls which are most very close walking distance to each other. /  / FAQ: / what do I get with this ticket? /  / This wristband will give you access to venues who are participating in our New York Pub Crawl. It will give you access to exclusive deals & entrances for our wristband holders. *Time restrictions for may apply at some venues* /  / CUSTOMER WILL PICK UP WRISTBAND AT LOFT 51 ONLY. NO EXCEPTIONS. DUE TO HIGH VOLUME OF TICKETS BEING SOLD, PLEASE ARRIVE EARLY TO AVOID LONG LINES - ALL SALES ARE FINAL! NO REFUNDS OR RETURNS. YOU ARE RESPONSIBLE FOR FOLLOWING DRESSCODE, ENTRANCE, ATTENDANCE & IDENTIFICATION POLICIES – ENTRY MAY BE DENIED IF GUIDELINES ARE NOT FOLLOWED & A REFUND WILL NOT BE ISSUED IN SUCH SCENARIOS. /  / Wristband pick up is at LOFT 51 627 west 51st on Saturday, January 25th from 9pm on til 12am. /  / All sales are final. Tickets are non-refundable regardless of attendance. This is a rain or shine event /  / For more information/tickets on New York Bar Crawl Pass call/ text 3475920300 or log onto Gametightny.com","('40.7668294081633', '-73.994732')"
583,1/25/2020,Grum,Quantum Brooklyn (Formerly Known as Analog Brooklyn) - Made Event & Gray Area,newyork,us,https://www.residentadvisor.net/events/1334652,22:00 - 05:00,"177 2nd Ave, Brooklyn, NY 11215",unknown,21+,"Made Event, Gray Area NYC","Grum, Paul Thomas","Just days after announcing the November 8th release date of his long-awaited 'Deep State' LP, Anjunabeats member Grum is bringing his forthcoming album on the road this winter as he makes his way to Quantum Brooklyn (formerly known as Analog Brooklyn) on January 25th! /  / Tickets on sale now! / grum.madeevent.com /  / 21+","('40.66958775', '-73.9955177593428')"
584,1/25/2020,"7587+ presents: Techno Happy Hour W/ DJ Odyssey, Talking Rings, Misael",Bossa Nova Civic Club,newyork,us,https://www.residentadvisor.net/events/1376256,19:00 - 22:00,"1271 Myrtle Ave; Brooklyn, NY 11221; United States",No Cover,21+,unknown,"DJ Odessey, Talking Rings, Misael","This month we have two new DJ’s. Talking Rings & DJ Odyssey.  /  / Talking Rings is of the MASHT NYC crew. Production duo Gabriel and Francisco Caban, mix styles that maintain their position on the fringes and interstitial moments of techno. In presenting those in between moments, colors blur allowing us to imagine new worlds and make new connections. New EP “Float Juice Tracks”!will be dropping March 2020 (talkingrings.bandcamp.com) /  / Robert Colon (AKA) Odyssey was born and raised in Manhattan on the Upper East Side. He is a veteran of the NYC club scene and his musical background is deeply rooted in the sounds of Disco, R & B, Soul, Funk, Jazz and Latin music.  /  / He has always been based Uptown in Manhattan, and his resume boasts events at such legendary New York City clubs as The Roxy, Roseland, Limelight, The Shelter, Tunnel, Twilo, Carbon, and Centro Fly. Promoters have showcased him alongside DJs like Afrika Bambaatta, Jazzy Jay, Pal Joey, Eric Morillo, Little Louie Vega, Roy Davis Jr., Frankie Bones, Armand Van Helden, Roger Sanchez, Benji Candelario, Baby Hec Romero, and the list goes on… He is also well known as a producer and has released numerous electro / breakbeat re-mixes since. /  / Quite simply, Odyssey is considered one of New York City's most versatile selectors. It is rare to find one DJ that can mix Disco, Funk, Soul, R & B, Nu Wave, House, Hip-Hop, Techno, Electro, Drum and Bass, and Break Beats flawlessly. Odyssey is that DJ. /  / Come check us out the 25th.  /  / As always no cover.","('40.69797655', '-73.9279600167073')"
585,1/25/2020,No A/C x Half Moon x Perk Takeover: 3 Rooms of He,,newyork,us,https://www.residentadvisor.net/events/1378082,22:00 - 04:00,"428 Lafayette, New York, New York 10003",5,21+,"Halfmoonbk, No A","Musclecars, Dee Diggs, Donis, Jadalareign, Niara Sterling, Lauren Flax, Toribio, Ashburn","THE DANCE PRESENTS: No A/C X Half Moon X Perk Takeover /  / 3 ROOMS OF HEAT w/ Musclecars, Dee Diggs, Donis, Jadalareign, Niara Sterling, Lauren Flax, Toribio, and Ashburn. <3","('42.892289', '-76.1052019')"
586,1/25/2020,"Sleepy & Boo, Jefia, Scott Zak - W",er Tower Bar - Free,newyork,us,https://www.residentadvisor.net/events/1358341,22:00 - 04:00,"96 Wythe Ave, Brooklyn, NY 11249, USA",Free - [email protected],21+,Basic NYC,"Sleepy & Boo, Jefia + Scott Zak",We'll see you back in the Water Tower Bar for another amazing night of vibes on Saturday January 25th! We'll be getting deep on the decks high above Brooklyn as we welcome our special guests for the night Jefia and Scott Zak - and we’ll be celebrating Julian’s B-Day on this night! Come dance and experience one of our favorite spaces in the city together!  /  / Music by: / Sleepy & Boo / Jefia + Scott Zak /  / ** Celebrating Julian’s Birthday! **  /  / Pick up free entry tickets here - https://www.eventbrite.com/e/85425926245 /  / RSVP for guest list + full info - http://www.bit.ly/whtower_jan25th /  / For table reservations - email [email protected] /  / ** The tower has very limited capacity - arrive early! **  /  / Saturday January 25th / 10pm - 4am / The Water Tower Bar / Williamsburg Hotel  / 96 Wythe Avenue,"('40.721411', '-73.958572')"
587,1/25/2020,I Feel: Intergalactic Playground,3 Dollar Bill,newyork,us,https://www.residentadvisor.net/events/1367990,22:00 - 05:00,"3 Dollar Bill 260 Meserole St, Brooklyn, NY, 11206, USA",20-35,21+,"Carmel, I Feel","Brian Cid , (Cityfox / microcastle / Lost & Found/ Supernature / Fabric), , Catori, (Pynk / Trifucta), , Shaun Benjamin - Special (dj set) with live instruments ","The countdown has begun.  /  / Join us to experience an out of this world adventure, at our very own playground in space! / We're kicking off the new decade with all the Magical FEELs! / Expect immersive experiences, state of the art sound, large scale art installations, amazing humans, and good vibes only! ♥ /  / Featuring: /  / 🚀 4 Point State of the art Funktion one Sound  /  / 🚀 Large Scale Art installations  /  / 🚀 Outer Space Cuddle Puddle /  / 🚀 Magical Performances /  / 🚀 Body painting  /  / 🚀 Cosmic 3DUV live painting and body painting by Humo & Tico instagram.com/humo_maya & instagram.com/myztico_campo /  / 🚀 Unique industrial venue with Private Patio and chill area  /  / +21 with ID | Doors Open at 10pm | Coat Check Available","('40.708464', '-73.938172')"
588,1/25/2020,Pacific Rhythm with Unknown Mobile [Live] & CFCF,public records,newyork,us,https://www.residentadvisor.net/events/1368097,22:00 - 04:00,"233 Butler St, Brooklyn, NY 11217, USA",Free before 11 with RSVP,21+,public records,"Unknown Mobile (live), CFCF",Pacific Rhythm returns to the Sound Room with yet another night of otherworldly deep + cosmic beats with special guests Unknown Mobile performing a rare live show for his NYC debut and then djing back to back with Montreal artist CFCF. Both artists released phenomenal albums in 2019 with CFCF dropping his mesmerizing “Liquid Colours” and Unknown Mobile’s sun drenched + ethereal “Daucile Moon”.  /  / This event is free before 11 with RSVP. RSVP does not guarantee entry.,"('40.6821013', '-73.9865223')"
589,1/25/2020,"Willie Graff, Danilo Braca & Al-Veez",Le Bain,newyork,us,https://www.residentadvisor.net/events/1366099,22:00 - 04:00,"848 Washington Street; New York, NY 10014; United States",no cover,21+,Le Bain,"Willie Graff, Danilo Braca aka Danyb, Al-Veez",,"('40.7408533', '-74.0080841942828')"
590,1/25/2020,An Evening with Babygirl fe,. Love Letters (The Bunker NY),newyork,us,https://www.residentadvisor.net/events/1369300,22:00 - 04:00,"168 Borinquen Pl., Brooklyn NY",Free before 12,unknown,unknown,"Babygirl, Love Letters","It's Babygirl and we back again! /  / We're too excited to play host to Love Letters (The Bunker New York) in our cozy Brooklyn basement, Black Flamingo. Love Letters is one of our favorite producer and the sweetest human. We can't wait to see how dense the vibes get in the basement with them. /  / Free before midnight. / $10 After /  / You worked all week for this. /  / An Evening with Babygirl is an all inclusive space to bring everyone together for the love of that sweet soulful House Music feeling. Homophobia, transphobia, misogyny, and racism will not be tolerated.","('40.7105116', '-73.9541345')"
